red,orange,yellow,green,blue,white,brown,cyan,gray,pink,darkslategray,no match,initial_price,curr_price,days_since_release,skin_type
3,373,0,0,2,11,23,23,33367,209,21621,0,16.7,20.01,1296,Armored Door
0,311,1,0,8,3094,714,15,21443,4711,24309,0,1.49,2.46,486,Wood Storage Box
0,222,1,0,8,714,369,14,3750,1077,8671,0,1.99,3.34,620,Double Barrel Shotgun
0,64,0,0,7,1342,3715,24,8063,2087,20672,0,1.99,1.28,557,Python Revolver
0,0,0,0,8,66,215,34,4460,103,13904,0,3.99,5.46,192,LR-300
4,0,0,0,8,1281,10,187,14401,1403,20925,0,2.99,1.13,501,Semi-Automatic Pistol
1,0,0,0,4,446,39,27,8137,1060,27131,0,2.97,3.72,851,Python Revolver
2,0,0,0,13,669,42,46,7793,1067,8576,0,1.99,2.22,410,Crossbow
1,1635,11,0,2,2543,2647,22,10581,4757,21009,0,2.99,1.26,543,Furnace
0,0,0,0,2,0,0,10,1407,33,40201,0,11.44,2.26,1270,Shorts
1,1023,4,0,3,1048,5206,12,14403,4278,14114,0,1.99,1.66,437,Rock
2,23,0,0,3,224,7136,28,8455,693,32812,0,0.99,0.85,1082,Metal Chest Plate
1,16694,3751,0,3,9,10944,14,4046,10719,8285,0,4.89,182.09,1691,Sleeping Bag
1,0,0,0,2,72,20,19,29136,1574,23857,0,0.99,0.56,234,Metal Chest Plate
0,0,0,0,7,737,514,26,25470,4764,18385,0,0.99,0.77,234,Metal Facemask
2,66,0,36,3,0,15626,13,6783,186,38571,0,1.49,1.58,13,Sheet Metal Double Door
1,0,0,0,4,1045,12,29,20835,4383,24894,0,1.49,1.43,360,Large Wood Box
1,118,0,0,4,785,3149,25,10780,2984,18393,0,2.99,1.26,837,Python Revolver
2,4299,168,0,5,300,3216,18,11472,699,23064,0,1.99,8.11,1223,Rock
0,118,0,0,7,181,1091,27,3718,413,8132,0,1.99,3.46,809,Semi-Automatic Rifle
1,1,0,0,12,100,540,17,5874,363,17261,0,1.49,1.61,1188,Rocket Launcher
0,0,0,0,8,88,19,16,8947,551,18937,0,1.99,3.1,1144,Waterpipe Shotgun
468,1225,151,0,3,179,825,22,2954,1053,6014,0,19.99,35.22,1305,Longsword
10,1978,0,0,7,1510,1131,34,10977,5528,16406,0,15.74,9.15,1290,Revolver
2,2983,0,0,1,351,14429,10,12855,865,34384,0,2.99,5.22,591,Garage Door
2,0,0,0,3,9,7246,13,7689,227,53740,0,1.99,10.26,228,Sheet Metal Double Door
1,306,0,0,4,839,5465,23,19792,5512,14738,0,4.99,2.37,1272,Metal Facemask
0,2206,0,1,9,153,19196,14,7779,720,15104,0,1.6,2.79,851,Boonie Hat
0,0,0,0,3,182,7,17,2253,414,17156,0,1.8,1.33,1053,Hatchet
2,0,0,0,4,20,0,16,4035,345,34076,0,1.77,1.09,1180,Metal Facemask
1,0,0,0,10,39,76,39,4701,333,15502,0,4.12,3.7,1165,Custom SMG
0,1,0,0,5,350,1125,20,6151,493,5396,0,1.99,2.66,1082,Bolt Action Rifle
6,0,0,0,14,148,676,45,3116,453,13067,0,1.99,2.29,704,Crossbow
1,110,0,0,9,47,671,38,1367,241,2844,0,3.99,5.44,332,Hunting Bow
6,0,0,0,11,7,3,16,2592,126,11266,0,1.66,0.07,1796,Jacket
1,0,0,0,4,624,33,14,6126,1700,5349,0,1.99,1.48,557,Assault Rifle
1,0,0,0,4,61,9,29,15265,386,34287,0,0.99,0.97,550,Metal Chest Plate
1,18,0,0,15,56,542,44,1644,205,15998,0,1.99,2.21,732,Crossbow
0,0,0,0,5,741,2,28,12148,1698,31367,0,0.99,0.72,550,Metal Facemask
0,0,0,0,3,7,0,29,1106,22,18730,0,1.11,3.18,1061,Hoodie
4,5,0,0,4,181,2106,17,2953,337,39737,0,1.49,1.59,465,Wooden Door
0,55,0,0,9,62,887,30,3471,188,16926,0,1.99,1.8,514,LR-300
0,115,1,0,9,19,1845,30,6870,1139,14785,0,1.99,3.35,486,MP5A4
0,376,48,0,10,1297,98,414,4704,1036,14873,0,1.99,2.59,550,LR-300
497,0,0,0,6,836,4249,3537,5966,978,3467,0,5.88,7.88,1284,Stone Hatchet
2,1,0,0,947,4014,734,1404,9663,1004,19320,0,1.99,1.48,163,Road Sign Jacket
1,0,0,0,18,8767,1522,354,21600,2900,6748,0,1.99,1.52,163,Coffee Can Helmet
1,0,0,0,306,1871,436,903,5049,892,20396,0,1.99,2.72,163,Road Sign Kilt
1,1903,52,0,4,571,1503,29,11134,8944,20779,0,4.99,20.41,837,Large Wood Box
1,89,291,0,5,12258,5260,28,12161,9504,15315,0,1.49,3.16,942,Large Wood Box
0,0,0,0,6,15,44,18,4039,258,6504,0,1.99,4.19,262,Semi-Automatic Rifle
1,0,0,0,2,2,0,26,408,5,46135,0,10.0,34.51,1297,Armored Door
1,7,1,0,10,693,510,24,7342,1522,13769,0,3.43,5.55,1219,Double Barrel Shotgun
0,235,1,0,8,397,300,15,8607,1324,17190,0,1.99,3.54,822,Waterpipe Shotgun
1,1,0,1,5,106,37,16,1036,100,43071,0,24.56,2.79,1287,Metal Facemask
1,4260,0,0,5,329,6064,27,10468,2862,13503,0,6.15,2.16,802,Python Revolver
0,55,0,0,6,53,330,21,3963,151,13625,0,5.0,3.88,1270,Salvaged Icepick
0,0,0,1,0,80,65,22,5464,448,23787,0,4.99,11.47,1304,Hide Skirt
0,2649,844,0,2,537,3827,21,4884,838,26175,0,1.49,1.69,704,Furnace
0,1176,712,0,3,114,1406,20,12943,322,24502,0,1.49,1.81,850,Furnace
0,0,0,0,3,587,0,17,7135,1131,15045,0,1.99,1.41,1117,Hatchet
0,0,0,0,3,587,0,17,4120,615,16012,0,2.3,1.32,1131,Hatchet
0,0,1,0,4,3,1260,13,4872,147,40203,0,1.02,0.99,850,Burlap Shirt
1,0,0,0,4,291,90,27,11511,3059,21026,0,1.47,3.73,809,Python Revolver
258,511,61,0,6,145,2669,27,3653,638,6426,0,2.99,3.2,234,Assault Rifle
0,25009,31,4,0,1,9909,0,621,2789,864,0,3.49,1.69,1441,None
0,27091,43,3,0,1,10784,0,680,3350,854,0,3.49,1.68,1440,None
2,2595,6533,487,3,0,29900,13,5669,40,33242,0,1.99,7.25,234,Sheet Metal Double Door
0,43,0,0,8,32,788,19,5039,330,22044,0,1.7,14.12,1116,Eoka Pistol
0,0,0,0,2,5,0,14,3776,177,17943,0,1.47,14.19,1130,Bandana Mask
0,147,0,0,7,105,993,15,6974,1750,7720,0,1.62,2.35,1166,Stone Pickaxe
1,0,0,0,5,478,1,576,10596,1721,6442,0,1.99,1.89,1068,Assault Rifle
1,88,0,0,8,30,5222,6,15338,1409,55017,0,1.49,10.61,178,Armored Double Door
7,0,0,2,5,330,3,13,6782,451,48024,0,1.49,1.96,1096,Sheet Metal Door
1,0,0,0,3,739,4598,13,11733,3014,16795,0,0.99,0.8,360,Baseball Cap
0,0,1,0,4,107,1102,24,11748,665,20140,0,0.99,0.61,360,Hoodie
2,0,0,0,7,366,13,23,27579,1731,9015,0,0.99,1.05,360,Pants
0,0,0,0,4,101,0,20,2219,298,24655,0,1.23,3.05,1152,Metal Facemask
0,0,0,0,4,138,2,15,18760,1656,39692,0,9.99,8.57,1288,Sleeping Bag
0,0,0,0,7,176,0,22,4881,1112,9540,0,1.99,1.95,465,LR-300
0,34,0,0,13,62,6875,17,4602,287,24413,0,1.86,0.83,1180,Road Sign Jacket
0,3,0,0,5,2045,663,31,18860,2597,29435,0,2.85,2.63,1068,Leather Gloves
0,1346,752,0,2,533,4592,21,6442,1460,28705,0,1.49,2.42,808,Furnace
0,0,0,0,5,1519,1533,31,26883,7665,16489,0,1.79,1.62,724,Leather Gloves
0,0,0,0,6,2,1,16,6466,81,31183,0,0.99,5.99,724,Burlap Trousers
1,0,0,0,4,111,1283,13,11469,1072,36772,0,0.99,1.93,723,Burlap Shirt
0,51,0,0,8,266,357,15,7941,715,19462,0,2.0,1.95,913,Waterpipe Shotgun
0,719,6,0,5,862,665,34,16611,2424,20847,0,6.32,2.43,1103,Revolver
0,0,0,0,5,83,47,18,8873,506,32639,0,2.53,1.76,1061,Rock
0,0,0,0,6,1,2605,34,2630,904,14641,0,1.26,1.88,1054,Coffee Can Helmet
1,0,0,0,7,3,1478,35,421,21,19238,0,0.99,2.17,1103,Road Sign Kilt
0,0,0,0,13,1,3543,17,1662,21,28801,0,0.99,1.02,1103,Road Sign Jacket
7,585,0,2,6,256,13630,13,5324,589,34647,0,1.49,1.64,963,Sheet Metal Door
243,1838,7,1,173,876,8393,21,8096,2536,7259,0,4.99,7.9,851,Waterpipe Shotgun
4,1172,751,0,3,1,15026,20,5598,50,29160,0,1.49,4.92,1103,Armored Door
6,0,0,0,8,1463,1233,23,9533,4961,28743,0,2.17,1.36,934,Semi-Automatic Pistol
1,135,0,0,6,436,561,22,7325,1956,8331,0,1.99,1.64,858,Assault Rifle
1,0,0,0,7,5315,22,30,13915,6751,10405,0,1.88,6.74,984,Hammer
1,0,0,0,4,0,1343,8,1974,23,21056,0,0.82,1.23,1275,Improvised Balaclava
1,0,0,0,2,95,20,29,2870,237,6141,0,2.34,8.06,1194,Longsword
2,0,0,0,7,346,92,24,1566,186,31101,0,2.49,1.26,1247,Semi-Automatic Pistol
0,290,0,0,11,73,358,28,3625,474,16980,0,1.99,1.53,963,LR-300
4,15,0,0,2,0,206,23,4901,0,49985,0,4.99,6.15,1296,Armored Door
7,202,0,2,4,9,335,15,1545,31,54914,0,2.4,2.92,1124,Sheet Metal Door
1,0,0,0,4,2255,58,30,15091,5392,25315,0,1.49,3.06,613,Large Wood Box
7,0,0,2,4,179,972,15,11567,1205,41939,0,1.49,2.01,612,Sheet Metal Door
0,0,0,0,0,3,60,0,25342,49110,4727,0,8.0,0.09,1689,None
0,0,0,0,0,4,0,0,8979,2680,975,0,0.03,0.09,1690,None
0,0,0,0,0,34,0,0,4819,10505,1052,0,2.79,0.09,1689,None
2,1005,136,942,15,1278,586,12,14755,3866,7882,0,3.99,4.85,234,None
10646,8951,4582,5849,23,8504,2955,13239,20391,1058,11295,0,9.99,18.26,129,Red Boomer
0,12,0,0,5,21,392,14,4297,193,11226,0,1.49,1.59,1211,Stone Hatchet
1,0,0,0,5,1801,70,29,21477,9705,20721,0,2.49,9.94,1306,Large Wood Box
1,0,0,0,4,272,497,29,11073,1843,38331,0,2.49,1.93,557,Large Wood Box
0,320,0,0,7,98,948,20,5607,541,19110,0,1.99,4.0,717,Eoka Pistol
1,0,0,0,9,114,610,24,5776,615,16488,0,1.99,11.99,716,Double Barrel Shotgun
4,0,0,0,7,955,1696,24,11196,2448,27686,0,2.02,1.51,1018,Semi-Automatic Pistol
0,674,132,0,2,248,3718,232,5585,426,23788,0,1.49,1.6,437,Furnace
1,1,0,0,7,567,245,14,4077,1814,8173,0,1.98,3.66,836,Double Barrel Shotgun
6,84,0,0,6,192,2041,27,5712,1132,8752,0,2.99,4.2,690,Assault Rifle
26,283,1,0,6,28,896,21,3600,304,11600,0,1.49,5.57,1243,Salvaged Icepick
0,46,0,0,1,4068,4071,34,10844,664,39418,0,2.42,6.34,942,Vending Machine
1,0,0,0,5,853,5437,18,16678,5551,21902,0,4.99,0.98,1642,Longsleeve T-Shirt
0,0,0,1,8,0,201,16,6092,0,29509,0,1.91,7.2,1109,Boonie Hat
1,0,0,0,5,996,0,30,18980,6937,26813,0,3.43,2.38,1061,Large Wood Box
0,4,0,0,3,540,3125,17,2703,552,18035,0,1.99,1.29,1045,Hatchet
0,0,0,0,4,23,10,22,748,91,11253,0,1.99,2.0,1047,Pickaxe
0,0,0,0,3,1,0,29,1292,4,29219,0,5.11,1.99,1158,Hoodie
1193,200,485,1,11,19,2362,3263,12161,258,18244,0,0.99,3.85,1262,Reactive Target
1,948,29,0,4,484,9715,16,5789,2153,29324,0,3.99,46.65,809,Metal Facemask
1,7,0,0,6,0,3040,16,4415,38,27354,0,1.82,2.68,788,Burlap Trousers
0,26,0,0,4,1,4565,13,9225,286,31586,0,1.88,2.4,788,Burlap Shirt
0,1,1,0,1,23,1402,16,9519,588,11773,0,1.29,10.42,1241,Hide Halterneck
0,8590,2855,2486,4,198,3885,30,6941,3643,20549,0,1.49,2.0,451,Large Wood Box
91,71,0,0,5,1407,1686,126,4327,1000,4324,0,1.99,2.14,11,Double Barrel Shotgun
2,29,0,0,4,1343,485,10,11735,2578,2229,0,1.99,6.15,1306,Bone Club
1,0,0,0,6,2111,1,38,13386,2684,12616,0,1.49,1.54,1243,Coffee Can Helmet
6,0,0,2,4,29,23803,15,11246,252,22048,0,1.83,2.62,1124,Sheet Metal Door
1,35,0,0,4,3685,3411,29,14308,9872,20411,0,1.49,3.4,858,Large Wood Box
4,0,0,0,3,10,2145,17,22516,143,31448,0,1.59,4.64,990,Wooden Door
3,0,0,0,15,5,3,45,838,76,13483,0,1.99,8.12,1005,Crossbow
1,0,0,0,6,136,2,22,10570,1048,7700,0,2.26,1.58,1138,Assault Rifle
0,0,0,0,5,75,20,30,12068,339,38973,0,1.49,2.01,1145,Large Wood Box
2,45,0,0,2,495,4345,1116,44660,7222,16266,0,1.49,10.45,669,Garage Door
0,0,0,0,5,2938,11,30,15734,10281,24674,0,1.49,3.64,990,Large Wood Box
2,0,0,0,2,19,1,25,6958,171,51369,0,0.99,3.19,192,Boots
1,0,1,0,3,177,13,33,15491,1658,33182,0,1.49,2.77,192,Leather Gloves
1,0,0,0,6,1463,0,29,8598,2018,31280,0,1.65,1.03,851,Coffee Can Helmet
0,1,0,0,4,4,2,24,1206,31,21676,0,0.99,1.28,297,Hoodie
1,0,0,0,6,13,366,36,6895,303,40386,0,0.99,2.53,851,Road Sign Kilt
0,92,15,0,4,79,56,16,4626,502,15982,0,1.99,2.38,850,Pump Shotgun
0,0,1,0,9,1,1,23,571,17,18690,0,0.99,1.1,297,Pants
1,0,0,0,13,90,12,21,11996,452,31362,0,1.65,1.01,851,Road Sign Jacket
1,0,0,0,3,14,1,28,3132,139,35276,0,6.82,13.21,1159,Metal Chest Plate
0,0,0,0,2,0,1,30,1789,1,30520,0,0.92,0.88,1131,Hoodie
1,0,0,0,8,310,0,27,2275,482,27820,0,2.99,2.81,1160,Metal Facemask
5,0,0,0,7,772,983,24,11382,1446,28282,0,3.11,1.06,1152,Semi-Automatic Pistol
1,0,0,0,10,328,85,39,6607,493,13676,0,3.81,4.8,1145,Custom SMG
7,0,0,2,4,397,1446,15,8663,839,40603,0,2.29,4.12,920,Sheet Metal Door
4,0,0,2,6,358,286,12,9630,911,32399,0,2.25,1.75,886,Sheet Metal Door
3,0,0,0,6,1046,637,30,5934,1915,6894,0,1.99,1.95,115,M249
3,1971,274,0,1,1245,14216,10,10402,3356,39747,0,1.49,1.41,270,Garage Door
1,0,0,0,5,2601,19368,17,10680,6176,17962,0,1.49,1.57,115,Sleeping Bag
0,10,2,0,0,3,12331,0,15028,216,13752,0,5.88,0.9,1313,None
0,0,0,0,9,1,418,26,3409,322,8082,0,1.99,1.67,142,Semi-Automatic Rifle
0,16,0,0,5,526,11257,31,14097,2444,24328,0,2.59,1.95,774,Leather Gloves
0,0,0,0,2,51,8171,30,6750,499,24442,0,1.16,1.02,774,Hoodie
1,0,0,0,8,17,549,23,4852,338,32616,0,1.79,0.89,774,Pants
1,2982,324,0,5,909,7982,25,4463,3587,12699,0,0.99,0.99,129,Coffee Can Helmet
1,382,20,0,5,12,9466,36,7351,733,13875,0,0.99,2.24,129,Road Sign Kilt
1,412,27,0,13,429,10549,17,6700,2292,13190,0,0.99,2.17,129,Road Sign Jacket
0,0,0,0,8,162,794,15,13463,389,13185,0,1.99,1.24,976,Waterpipe Shotgun
0,0,0,0,3,438,1314,17,6089,733,17646,0,4.03,1.85,1033,Hatchet
2,0,0,0,4,99,1,16,7099,1687,38234,0,1.38,0.72,1257,Metal Facemask
2,0,0,0,3,7,1,28,5029,573,38408,0,2.49,0.68,1260,Metal Chest Plate
0,321,0,0,3,339,3288,17,5288,559,11498,0,1.99,1.42,661,Hatchet
0,849,115,0,5,85,598,21,2669,423,7199,0,1.99,3.91,661,Pickaxe
2,40,2,0,14,141,1074,45,5688,451,11990,0,2.31,2.19,1018,Crossbow
0,41,0,0,7,462,1793,14,3419,1660,5787,0,1.99,4.34,724,Double Barrel Shotgun
1,0,0,0,5,1436,5049,29,13331,3677,22006,0,1.4,0.72,949,Coffee Can Helmet
1,1609,915,0,2,132,10473,21,5603,596,19868,0,1.49,2.74,697,Furnace
1,0,0,0,8,83,4412,34,8238,405,34179,0,2.21,1.95,949,Road Sign Kilt
1,0,0,0,15,186,398,42,1318,139,10612,0,1.99,1.87,262,Crossbow
0,0,0,0,5,1772,390,31,23947,4414,23682,0,1.49,2.1,681,Leather Gloves
0,0,0,0,3,43,4,29,3947,224,32134,0,0.99,1.34,683,Hoodie
1,0,0,0,8,50,50,24,4679,559,27239,0,0.99,2.65,681,Pants
1,98,8,0,10,315,2978,17,14909,2709,23501,0,2.21,0.87,949,Road Sign Jacket
4,6,0,0,4,1,96,21,5531,2405,44684,0,1.49,2.3,521,Armored Door
5,0,0,0,14,93,807,45,1888,247,14919,0,1.99,2.02,709,Crossbow
2,303,4,0,5,609,2843,23,6968,2118,6769,0,1.99,1.48,914,Assault Rifle
6,0,0,0,10,60,4,27,3710,511,22956,0,0.99,0.73,228,Metal Facemask
0,0,1,0,4,83,1,24,11028,995,25789,0,0.99,0.75,228,Hoodie
1,0,0,0,7,239,1,22,11242,531,24681,0,0.99,0.61,228,Pants
0,241,0,0,6,41,1755,8,7921,465,10998,0,1.12,1.98,1166,Bone Club
5,0,0,0,14,313,625,45,4961,459,11763,0,1.99,1.71,949,Crossbow
0,1277,739,0,3,132,3385,21,16204,1392,19600,0,1.49,2.46,604,Furnace
3,0,0,0,1,839,738,10,14471,802,52282,0,1.49,1.62,142,Garage Door
4,0,0,0,10,193,1573,29,4289,378,14224,0,2.99,1.55,487,LR-300
1,1,0,0,6,388,0,23,7657,1291,9004,0,1.99,1.84,704,Assault Rifle
0,0,0,0,7,2,572,26,10552,117,55566,0,0.99,2.27,650,Boots
0,0,0,0,5,206,505,34,20078,2130,30178,0,1.49,2.28,650,Leather Gloves
0,0,0,0,0,105,33,35,3408,264,32103,0,0.99,1.8,649,Hoodie
0,0,1,0,7,0,182,24,1806,8,30881,0,0.99,1.14,650,Pants
1,0,0,0,4,2,2,16,2126,66,21097,0,5.53,0.92,1243,Metal Facemask
0,1566,734,0,2,23,1703,22,1680,298,9158,0,1.49,2.48,115,Furnace
0,24,0,0,1,1049,9262,14,10359,3671,4260,0,2.22,7.57,1215,Improvised Balaclava
3,4,0,0,5,1103,78,28,4627,2484,48318,0,2.49,0.53,1635,Bucket Helmet
0,0,0,0,5,1205,2,14,6868,1865,28160,0,1.29,4.15,1116,Riot Helmet
0,0,0,0,4,16,3468,30,27820,5514,16564,0,5.38,1.6,1187,Large Wood Box
1,1122,742,0,3,1687,2265,20,20066,4114,14185,0,2.02,2.29,774,Furnace
1,0,0,0,7,108,475,13,27350,12336,9545,0,2.55,3.98,1166,Wood Storage Box
0,0,0,0,5,165,1303,14,6163,868,11413,0,2.25,1.63,850,Stone Hatchet
0,0,1,0,7,24,1526,15,7116,793,8267,0,2.69,3.02,851,Stone Pickaxe
7,921,0,2,4,27,12073,17,12852,3192,25227,0,1.49,3.01,788,Sheet Metal Door
3,20,21,8,4,3352,1061,68,5800,3187,5225,0,1.99,1.15,123,Assault Rifle
0,0,0,0,11,1,1,29,4189,108,16079,0,1.99,5.47,948,LR-300
908,4839,20,0,5,3093,16129,31,13491,6494,7235,0,1.49,1.79,1068,Leather Gloves
0,0,0,0,8,218,5,27,4472,600,8431,0,1.99,1.77,1082,Semi-Automatic Rifle
2,12,0,0,7,3664,9555,22,20149,6329,10405,0,4.99,1.37,1641,Longsleeve T-Shirt
0,0,0,0,0,405,0,0,17995,2363,52225,0,5.84,0.81,1313,None
2,633,0,0,4,3,667,27,5958,15,42564,0,3.71,2.28,1270,Metal Chest Plate
1,0,0,0,4,0,0,21,26312,15,23742,0,4.0,2.21,1264,Concrete Barricade
85,420,0,0,6,1092,9834,26,11395,2748,9111,0,1.99,1.38,156,Python Revolver
3,0,0,0,15,336,2,42,3425,555,10625,0,1.99,2.1,388,Crossbow
1,0,0,1,5,811,1,23,6007,2798,9705,0,3.62,2.02,1200,Salvaged Sword
7,4,0,2,5,3,435,13,23073,451,27716,0,2.49,1.81,1257,Sheet Metal Door
3,1,0,0,4,65,333,17,23734,589,31952,0,7.5,165.42,613,Wooden Door
2,34,6,0,3,1999,1301,26,7578,3901,19197,0,2.49,1.43,227,Coffee Can Helmet
1,610,405,0,5,272,844,36,4554,640,29860,0,2.49,2.92,227,Road Sign Kilt
0,234,30,0,9,148,806,18,7259,649,28722,0,2.49,0.95,227,Road Sign Jacket
0,0,0,0,10,40,3,39,1072,98,4064,0,1.99,2.39,381,Hunting Bow
1,0,0,0,4,69,68,26,2451,162,12850,0,1.99,11.24,396,M39 Rifle
0,0,0,0,4,127,0,16,3806,557,15569,0,1.99,2.34,464,Pump Shotgun
1,0,0,0,3,844,57,27,7351,1261,26717,0,1.99,1.49,690,Python Revolver
0,0,0,0,7,875,84,34,7667,970,24563,0,1.99,2.55,648,Revolver
0,0,0,0,8,162,0,25,2899,379,9589,0,1.99,2.0,508,Semi-Automatic Rifle
1,0,0,0,10,129,0,38,4029,431,15590,0,1.99,2.53,521,Custom SMG
0,0,0,0,9,4,0,26,4938,33,39107,0,0.99,3.41,1026,Boots
0,0,0,0,8,1167,15,27,8702,1616,31742,0,0.99,3.84,949,Coffee Can Helmet
2,0,0,0,3,1,0,28,3778,145,32749,0,0.99,5.75,984,Metal Chest Plate
1,0,0,0,5,283,1,17,2635,336,31046,0,1.75,11.67,1012,Metal Facemask
0,0,0,0,5,84,1325,31,17227,1824,34938,0,3.03,3.2,984,Leather Gloves
0,0,0,0,3,0,1434,29,4634,262,36303,0,0.99,0.96,1026,Hoodie
0,2,0,0,8,0,1297,26,38,0,6878,0,0.99,2.73,1026,Pants
1,0,0,0,8,31,3,34,5425,394,42333,0,0.99,8.89,984,Road Sign Kilt
0,0,0,0,12,47,10,17,11372,928,31344,0,0.99,6.0,984,Road Sign Jacket
1,0,0,0,2,153,46,29,7751,915,40248,0,0.99,1.06,1116,Metal Facemask
6,1,0,2,6,597,350,12,17143,564,38469,0,3.04,1.69,1067,Sheet Metal Door
0,1114,730,0,2,312,545,21,5080,257,32241,0,1.49,3.22,744,Furnace
0,0,0,0,5,0,193,18,2315,42,20612,0,5.24,4.21,1291,Rock
0,0,0,0,5,2980,1,30,10531,3790,33314,0,1.49,2.34,1110,Large Wood Box
0,542,16,0,5,44,1147,14,5695,828,8432,0,3.19,2.25,949,Stone Hatchet
0,396,124,0,5,4713,169,30,8502,6540,13689,0,2.99,3.76,241,Large Wood Box
4,106,0,2,40,31,243,15,10137,565,37110,0,2.49,2.75,256,Sheet Metal Door
2,0,0,0,6,1267,10,751,7712,3034,5657,0,1.99,4.35,669,Assault Rifle
0,0,0,0,11,49,1,29,7948,957,11696,0,2.98,5.55,871,LR-300
4,0,0,0,5,0,0,19,6361,37,45865,0,1.49,4.96,1244,Armored Door
1,0,0,0,4,2,19,21,1903,87,37023,0,5.96,6.72,1229,Concrete Barricade
0,0,0,0,7,282,1,14,3204,505,8846,0,5.0,3.86,956,Double Barrel Shotgun
3,0,0,0,1,405,30,10,9286,920,57809,0,1.49,2.16,255,Garage Door
1,1,0,0,6,147,3,22,6717,1208,9544,0,2.49,1.07,1579,Assault Rifle
0,0,0,0,9,99,50,29,6698,489,14092,0,9.99,32.86,1305,MP5A4
1,0,0,0,6,4,98,36,1299,26,41770,0,4.99,21.15,1297,Road Sign Kilt
1,0,0,0,4,37,125,30,23981,3636,26255,0,1.49,2.43,1242,Large Wood Box
2,0,0,0,3,0,7612,13,8295,31,63421,0,2.49,4.42,241,Sheet Metal Double Door
0,1127,743,0,3,177,751,20,5714,968,28594,0,1.49,7.33,815,Furnace
0,0,0,0,3,90,0,20,1824,241,12668,0,7.49,1.67,1277,Hatchet
0,0,0,0,5,49,0,23,1493,105,8127,0,1.58,3.63,1166,Pickaxe
1,0,0,1,6,444,26,19,5206,840,42661,0,7.24,1.48,1227,Satchel Charge
7,0,0,2,3,156,3,16,9920,370,46490,0,1.49,3.64,1117,Sheet Metal Door
0,1120,737,0,2,136,532,21,5046,396,32445,0,1.73,4.3,788,Furnace
1,2120,2043,0,4,3632,5835,30,11144,8048,20303,0,1.49,2.06,1082,Large Wood Box
3,106,0,0,2,1291,2751,10,10620,3522,54631,0,1.49,1.66,486,Garage Door
1,0,0,1,2,233,2,17,5345,702,18180,0,0.99,2.05,430,Burlap Headwrap
1,0,0,0,4,3,1,24,4251,291,25534,0,0.99,0.99,430,Hoodie
1,0,0,0,8,23,100,24,1435,58,28750,0,0.99,0.81,430,Pants
2,0,0,0,9,0,7706,24,14307,854,16558,0,2.49,1.91,1761,T-Shirt
0,0,0,0,4,59,19,16,5187,148,15763,0,1.99,2.29,1040,Pump Shotgun
0,1009,0,0,3,363,7,17,6525,622,17710,0,2.87,2.09,1061,Hatchet
0,0,0,0,8,27,1106,27,3336,312,8341,0,1.99,2.7,704,Semi-Automatic Rifle
4,1489,0,0,1,1,8295,23,816,28,31071,0,2.99,5.93,108,Armored Door
160,3857,486,0,5,501,6514,27,9073,2119,17544,0,2.49,10.88,221,Large Wood Box
1,56,16,120,5,1985,2112,620,14673,4894,22192,0,1.49,2.35,501,Large Wood Box
2,2824,0,4517,20,61,10791,21,6618,255,41135,0,1.49,5.82,192,Sheet Metal Double Door
378,757,1456,102,2,316,6366,22,6092,1493,22978,0,1.49,3.58,472,Furnace
2,131,11,5,1,399,605,237,14603,2988,50376,0,2.99,12.59,676,Garage Door
0,53,0,0,4,25,1018,22,2216,521,9351,0,2.99,2.62,676,Pickaxe
1,143,7,0,5,2225,6583,16,31357,2066,18638,0,1.49,2.14,94,Sleeping Bag
1,22,0,2,4,1967,162,847,4519,2179,3403,0,1.99,1.9,32,Assault Rifle
0,0,0,0,7,0,0,14,38003,569,4933,0,2.99,1.92,515,Rock
1,12121,107,0,1,2188,9702,10,9004,2132,31153,0,1.49,1.75,297,Garage Door
1,3941,0,0,5,2740,7385,27,11750,7814,17644,0,1.49,1.89,304,Large Wood Box
1,39,0,0,8,1290,2379,31,8564,4480,7623,0,1.99,2.35,199,Hammer
0,2,0,0,5,2930,289,19,1711,851,10724,0,1.99,2.36,214,Stone Hatchet
0,0,0,0,7,56,409,15,2649,224,12725,0,1.99,2.58,215,Stone Pickaxe
1,0,0,0,4,512,37,11,5638,1064,18401,0,2.49,1.68,158,Rock
1,0,0,0,5,178,1720,27,5468,1180,26925,0,0.99,3.85,709,Python Revolver
3,42,0,192,3,479,10614,14,13049,1033,25064,0,1.49,2.13,375,Sheet Metal Door
1,913,0,0,3,504,2000,20,23028,2129,16293,0,2.35,6.84,865,Furnace
1,3,0,0,936,3198,7844,1096,11629,3462,19935,0,1.2,1.08,1138,Metal Facemask
0,262,56,0,5,336,1171,99,6086,1007,11052,0,1.99,2.83,704,Stone Hatchet
35,133,57,0,7,1458,457,66,6556,3220,5613,0,1.99,3.64,704,Stone Pickaxe
1,0,0,0,5,52,0,18,2084,438,12986,0,1.99,1.49,1103,Rock
57,551,0,0,5,2312,4937,11,12594,4556,11266,0,1.99,2.08,388,Rock
0,1166,184,0,5,592,2080,31,15761,2002,29222,0,2.99,2.35,1305,Leather Gloves
95,3259,373,113,138,2029,5176,29,5487,1951,16147,0,1.49,1.39,172,Furnace
0,25,0,1,8,76,115,27,17361,2560,49653,0,1.96,2.35,1068,Boots
