red,orange,yellow,green,blue,white,brown,cyan,gray,pink,darkslategray,no match,initial_price,curr_price,days_since_release,skin_type
0,1,0,0,3,365,670,14,21051,1566,41412,0,1.49,2.2,998,Sleeping Bag
0,0,0,0,6,347,1,43,2089,425,18361,0,1.99,1.88,13,Python Revolver
1,2,0,0,10,297,103,23,5839,978,14368,0,3.5,4.58,865,Double Barrel Shotgun
1,5,0,0,5,274,1059,27,9048,1765,24271,0,2.29,1.53,865,Python Revolver
1,19,0,1,5,1,499,18,1760,167,22431,0,9.97,1.87,1276,Metal Facemask
7,0,0,2,6,427,179,13,4047,584,39401,0,6.09,6.65,781,Sheet Metal Door
0,15,0,0,5,293,84,20,7613,2379,3885,0,1.99,3.08,984,Bolt Action Rifle
9,2924,320,0,1,4164,4738,11,28247,4294,28605,0,1.49,1.87,382,Garage Door
1,0,1,0,9,0,39,24,749,22,23490,0,4.99,0.86,1302,Pants
2,20,76,0,5,1162,45,26,6287,1744,7853,0,1.99,1.16,241,Assault Rifle
0,1054,22,0,7,639,1566,34,9207,1020,26389,0,1.99,3.63,1005,Revolver
5,0,0,0,7,477,5602,72,4811,808,30416,0,1.99,2.63,984,Semi-Automatic Pistol
0,3243,206,1,6,95,1040,21,1200,592,6310,0,2.35,6.22,865,Salvaged Icepick
0,3,0,0,3,835,13341,6,21007,5554,9133,0,2.85,11.36,1691,Improvised Balaclava
1,3,0,0,7,29,1666,15,3994,231,9001,0,1.99,2.31,829,Stone Pickaxe
0,0,0,0,5,92,158,14,4802,857,14398,0,1.99,1.82,935,Stone Hatchet
0,0,0,1,6,46,212,15,4526,482,12502,0,1.99,2.12,935,Stone Pickaxe
0,0,0,0,3,606,4020,15,4412,846,11126,0,1.99,1.37,255,Hatchet
0,0,0,0,5,89,3221,22,2094,248,5325,0,1.99,1.62,255,Pickaxe
4,809,478,0,1,2864,5717,1747,22148,7303,32563,0,1.49,1.62,290,Garage Door
0,219,40,5,2,902,14873,10,13202,2240,29892,0,1.49,1.57,129,Garage Door
0,288,99,0,2,536,58,9,1742,192,23218,0,5.99,4.94,598,None
0,0,0,0,9,946,2,23,6846,4049,7750,0,2.29,13.02,1103,Bone Knife
0,0,0,0,8,113,29,27,3229,452,8035,0,1.84,2.2,1180,Semi-Automatic Rifle
7,19,0,2,5,104,7606,14,1343,267,46374,0,3.99,4.38,816,Sheet Metal Door
2,4,0,0,4,102,26,13,6840,1525,5548,0,1.99,1.43,277,Assault Rifle
0,0,0,0,10,63,2,37,2804,148,2600,0,1.99,2.21,241,Hunting Bow
72,571,195,341,379,2057,2821,1281,14098,5734,15746,0,1.49,3.01,291,Large Wood Box
4,28,1,0,4,1538,6026,37,16701,1506,24034,0,0.99,1.41,1047,Bucket Helmet
6,1585,8,444,167,808,5032,533,9794,2953,25818,0,1.49,2.85,346,Sheet Metal Door
0,351,22,45,3,476,2520,452,4083,1234,15895,0,1.99,1.87,1110,Hatchet
21,1537,430,171,5,3161,3906,606,8177,5282,20063,0,0.99,0.88,1110,Coffee Can Helmet
9,3691,145,27,6,643,7177,378,13489,4220,22452,0,0.99,1.36,1110,Metal Facemask
3,59,10,0,4380,1735,8636,29,16349,4493,20853,0,2.89,2.26,1166,Bucket Helmet
0,5,0,0,7,2506,1339,28,7813,18090,22221,0,1.49,1.89,45,Large Wood Box
0,82,0,0,4,200,20,15,13622,1941,45352,0,1.49,5.78,941,Sleeping Bag
1,0,0,0,12,3,110,17,7592,196,16857,0,4.11,3.02,1110,Rocket Launcher
0,0,0,0,4,263,153,25,3902,630,18700,0,9.99,11.14,234,None
0,0,0,0,5,6421,78,18,24064,10701,12063,0,9.88,4.41,1289,Shirt
1,9,0,0,5,809,54,20,5434,1076,6118,0,1.99,24.59,970,Bolt Action Rifle
0,0,0,0,4,50,4,15,13527,1256,43894,0,1.36,5.36,780,Sleeping Bag
0,5,0,0,5,552,3887,34,17440,3911,28217,0,1.49,1.2,507,Leather Gloves
0,0,0,0,3,105,154,17,2961,592,17168,0,1.99,3.93,991,Hatchet
0,0,0,0,1,2,507,34,5963,136,37436,0,0.99,0.65,507,Hoodie
47,0,0,3,10,309,479,30,2815,1030,17545,0,1.99,48.16,935,LR-300
0,0,0,0,7,12,537,23,1476,87,30469,0,0.99,0.97,507,Pants
0,0,0,2,8,46,591,32,2260,1076,9730,0,1.99,11.33,1012,Custom SMG
0,0,0,0,3,276,2483,17,5297,528,16753,0,2.15,1.81,786,Hatchet
0,0,0,0,8,102,884,27,4379,967,6828,0,1.99,3.59,1019,Semi-Automatic Rifle
0,0,0,0,6,106,317,18,5558,340,33503,0,1.99,1.84,676,Rock
3,4305,487,207,6,2927,33532,22,6143,2282,15351,0,0.99,1.01,415,Satchel Charge
0,31,0,0,4,71,4222,16,11721,2145,3661,0,1.99,1.32,479,Pump Shotgun
1,142,91,0,5,1096,1352,31,6784,1544,7640,0,1.99,2.01,591,Assault Rifle
3,0,0,0,1,2,177,22,3040,51,45946,0,1.49,3.91,984,Armored Door
0,0,0,1,9,230,1,26,5973,415,46517,0,3.08,12.53,1271,Boots
0,0,0,0,2,150,1295,19,4738,480,31091,0,2.99,5.87,284,Metal Chest Plate
3,0,0,0,2,475,1442,25,5839,1158,41193,0,0.99,3.65,192,Boots
5,0,0,0,4,970,1151,25,6436,1156,23141,0,2.99,2.98,284,Metal Facemask
0,0,0,0,3,105,3448,15,1962,173,13609,0,1.99,1.56,346,Hatchet
1,1,0,0,4,7,518,24,1377,30,14618,0,0.99,1.42,241,Hoodie
1,3,0,0,6,124,1878,35,2710,515,17459,0,0.99,9.02,192,Road Sign Kilt
1,0,0,0,3,1946,1961,28,17244,2077,24265,0,1.49,4.76,262,Leather Gloves
0,0,0,0,8,0,1119,24,684,122,15085,0,0.99,1.8,241,Pants
0,0,0,0,4,6,2233,23,996,53,7563,0,1.99,1.81,346,Pickaxe
1,0,0,0,7,33,1778,28,2580,334,6206,0,2.49,5.94,319,Semi-Automatic Rifle
0,0,0,1,9,385,6994,26,12140,930,48800,0,0.99,1.93,1047,Boots
0,0,0,0,5,2415,2680,31,24154,2746,23959,0,2.87,2.54,1047,Leather Gloves
0,0,0,0,3,5,1833,29,4091,83,35268,0,0.99,0.95,1054,Hoodie
1,0,1,0,10,0,3955,23,1861,72,30214,0,0.99,0.82,1054,Pants
1615,5679,297,0,85,1588,8637,36,21097,11268,4728,0,2.46,23.47,1190,Rug
1,1252,204,0,6,492,1141,377,5017,810,9095,0,1.99,2.63,893,Assault Rifle
2,1298,0,0,8,161,4001,32,2148,710,12819,0,1.99,1.67,52,LR-300
1,2144,0,0,8,68,35952,27,19487,1895,11735,0,0.83,0.07,1789,Boots
2,0,0,0,2,2534,0,23,23399,3794,23427,0,0.99,2.18,998,Metal Facemask
0,0,0,0,3,19,3,29,6995,279,37138,0,1.49,0.96,1239,Hoodie
3,0,0,0,10,5,3,21,17297,337,21038,0,4.93,4.74,1005,Pants
1,0,0,0,8,156,4,34,23781,1524,25534,0,0.99,3.99,998,Road Sign Kilt
1,0,0,0,9,477,1,17,20651,2195,24856,0,0.99,2.21,998,Road Sign Jacket
4,0,0,0,14,140,3,45,4257,421,11146,0,1.85,5.48,1165,Crossbow
0,0,0,0,9,8,3,29,771,49,21732,0,1.49,8.22,1208,MP5A4
0,0,0,0,4,189,662,16,7007,2412,9891,0,5.35,4.2,1221,Pump Shotgun
1,0,0,0,10,93,0,39,6830,614,12444,0,6.9,4.03,1224,Custom SMG
1,0,0,0,10,18,2188,22,27456,1374,22120,0,9.73,0.26,1761,T-Shirt
0,0,0,0,5,112,0,21,1315,732,11085,0,1.83,1.48,1201,Pickaxe
0,0,0,0,225,4,336,239,45609,125,4207,0,1.76,11.23,1018,Rug
0,0,0,0,3,663,31,21,6034,928,16324,0,1.99,1.37,556,Hatchet
0,0,0,0,5,114,967,21,3877,710,7507,0,1.99,1.31,556,Pickaxe
1,0,0,0,6,447,2,22,18174,2903,45418,0,1.49,1.8,80,Rug Bear Skin
3,0,0,0,7,230,2,24,1586,342,25843,0,21.03,0.95,1256,Semi-Automatic Pistol
0,0,0,0,5,1,27,40,6003,89,45888,0,0.85,5.41,1240,Snow Jacket
2,1321,140,0,6,398,1567,22,6374,2113,6690,0,19.99,16.06,1585,Assault Rifle
1,1262,319,0,35,332,7854,16,3697,1053,29655,0,14.99,91.01,1295,Metal Facemask
0,144,7,0,219,11,1867,29,2563,845,18700,0,14.99,118.89,1297,MP5A4
1,0,0,0,4,1375,43,26,15294,4324,17878,0,4.99,3.37,613,Python Revolver
4,61,0,0,7,608,229,25,10514,4409,28635,0,1.99,1.31,583,Semi-Automatic Pistol
1,342,64,0,10,554,2074,52,3792,840,13462,0,4.99,5.73,620,Custom SMG
0,8,0,0,10,75,89,29,3339,413,18297,0,1.99,2.01,633,LR-300
0,58,1,1,7,434,583,21,5692,1186,9182,0,3.99,3.32,606,Salvaged Sword
1,38,0,0,4,127,4973,16,16295,835,29108,0,0.99,3.49,837,Metal Facemask
7,1082,0,2,5,310,56,14,7689,337,46584,0,1.49,2.02,732,Sheet Metal Door
1,3,0,0,12,62,163,17,2034,166,23792,0,12.19,7.12,1283,Rocket Launcher
2,0,0,0,6,129,16,22,4734,614,11093,0,1.99,2.2,1033,Assault Rifle
1,10,0,0,6,7,1576,30,4625,224,9270,0,1.99,4.95,403,M249
12,227,69,0,5,554,3947,174,5059,1554,6833,0,1.99,2.08,991,Assault Rifle
0,809,0,0,4,2142,2563,16,10441,1977,3904,0,1.23,2.91,1221,Pump Shotgun
0,1,0,0,5,216,1,18,7410,793,42426,0,10.01,1.61,1292,Shirt
0,0,0,0,9,370,422,38,2076,968,1811,0,1.99,2.54,228,Hunting Bow
4,2750,43,0,3,11,6160,18,7309,85,38157,0,1.99,1.59,234,Wooden Door
3,0,0,0,5,81,5,29,6967,270,45898,0,2.37,1.62,1164,Bucket Helmet
0,0,0,0,12,177,1,16,7337,490,33732,0,0.99,2.23,837,Road Sign Jacket
0,0,0,0,8,0,0,16,3781,43,23218,0,2.49,0.86,1556,Waterpipe Shotgun
0,0,0,0,5,0,409,21,1346,4,3486,0,29.9,18.7,1183,Bone Helmet
1,0,0,0,6,489,16,23,6317,703,10531,0,1.99,2.59,1005,Assault Rifle
1,0,0,0,3,0,3376,8,2436,0,10888,0,4.99,1.16,1711,Improvised Balaclava
0,1,0,0,4,2,398,16,6198,279,14226,0,2.49,0.74,1551,Pump Shotgun
91,11,0,0,5,6648,5988,16,21548,6127,21666,0,1.49,2.73,346,Sleeping Bag
0,49,0,0,5,360,2361,27,6562,1757,8365,0,1.99,2.5,410,Combat Knife
1,18,0,0,3,226,15723,15,13036,2221,21031,0,5.99,2.46,1711,Sleeping Bag
5,194,8,0,15,171,4163,42,2934,417,8148,0,1.99,1.74,297,Crossbow
0,483,1,0,3,141,1326,15,5542,1213,15225,0,1.99,1.43,388,Hatchet
101,167,93,0,5,27,2072,109,2055,254,6294,0,1.99,2.97,389,Pickaxe
0,625,4,0,8,47,438,26,7105,492,5301,0,2.58,3.58,774,Semi-Automatic Rifle
0,1,0,0,5,346,581,14,4813,783,14140,0,2.38,3.0,977,Stone Hatchet
0,0,0,0,9,96,409,26,2311,293,9799,0,2.38,2.12,1131,Semi-Automatic Rifle
0,0,0,0,3,71,389,17,2498,495,18231,0,5.66,1.54,1012,Hatchet
0,0,0,0,4,43,2,22,2202,193,10493,0,5.26,4.87,1012,Pickaxe
2,0,0,0,14,27,117,46,766,97,11208,0,1.99,1.88,570,Crossbow
1,1,0,0,3,168,3173,19,6920,1003,11996,0,1.99,1.19,149,Hatchet
0,8,0,0,5,533,2070,22,6151,1784,7278,0,2.06,1.28,156,Combat Knife
0,0,0,0,4,54,1631,21,2246,239,7746,0,1.99,1.32,149,Pickaxe
1,5,0,1,7,1303,277,22,7193,5422,1438,0,1.99,1.53,921,Salvaged Sword
1,0,0,0,6,3004,17998,13,3609,1648,11314,0,3.23,2.61,1165,Baseball Cap
1,0,0,0,6,8,24260,13,5263,640,18656,0,1.69,1.13,1138,Baseball Cap
0,1119,737,0,2,97,1738,21,6584,860,29104,0,3.12,2.76,858,Furnace
8,71,22,0,11,83,5282,100,5372,186,12939,0,1.99,2.63,214,Rocket Launcher
1,0,1,0,4,302,17328,24,16148,2228,4697,0,0.99,2.5,415,Hoodie
0,0,0,0,7,543,19132,22,8502,1621,8790,0,0.99,1.78,415,Pants
1,0,0,0,1,0,16,7,2865,94,17318,0,6.18,1.22,1227,Improvised Balaclava
1,32,121,112,6,375,28,23,6600,1364,9919,0,4.99,5.23,662,Assault Rifle
194,1698,769,0,5,957,7143,30,14290,4595,21549,0,1.49,7.15,683,Large Wood Box
7,1555,0,2,5,360,11075,13,7638,518,28873,0,1.49,6.54,682,Sheet Metal Door
22,989,22,1285,2,83,5239,22,9971,822,20922,0,3.99,10.9,633,Furnace
4,463,2579,393,6,1713,2278,15,16456,5510,17649,0,2.99,3.88,304,Wood Storage Box
1,2,1,16,5,508,2176,16,20208,2228,36873,0,3.99,6.05,256,Sleeping Bag
0,1833,1344,0,26,350,849,136,11318,1951,5104,0,2.99,4.5,142,LR-300
141,1144,444,322,6,4576,7176,40,19167,3750,17506,0,1.49,3.31,170,Large Wood Box
0,79,0,0,3,0,881,21,4848,277,27842,0,1.51,19.87,1257,Hide Poncho
1,0,0,0,3,5287,188,17,9417,3578,18270,0,4.99,7.12,1305,Miners Hat
0,0,0,1,6,455,2,17,8286,943,7053,0,2.19,2.32,1109,Salvaged Sword
0,0,0,0,7,570,3,27,4051,905,10388,0,1.99,2.33,102,Assault Rifle
3,0,0,0,2,348,0,25,12232,2918,33004,0,0.99,3.56,199,Boots
0,0,0,0,2,163,7,18,5459,962,26511,0,0.99,1.76,179,Metal Chest Plate
0,0,0,1,4,1336,9,19,7425,1130,26758,0,0.99,2.12,179,Metal Facemask
1,0,1,0,3,4062,12,33,12732,4462,28733,0,1.49,3.04,199,Leather Gloves
1,0,0,0,6,3418,1,27,6788,1528,19622,0,0.99,2.94,214,Coffee Can Helmet
0,1,0,0,4,90,1,24,2992,354,13931,0,0.99,4.69,388,Hoodie
1,0,0,0,5,771,2,36,6886,1205,31741,0,0.99,14.13,214,Road Sign Kilt
2,0,0,0,8,151,1,24,1293,271,17098,0,0.99,6.51,389,Pants
0,0,0,0,9,26,0,26,2133,373,7387,0,1.99,2.32,38,Semi-Automatic Rifle
0,0,0,0,9,282,2,17,5425,1035,29273,0,0.99,4.42,214,Road Sign Jacket
1,0,0,0,7,2236,61,30,15585,7711,8194,0,1.99,1.59,1061,Hammer
1,1649,0,0,5,237,6164,30,15940,2422,18917,0,1.49,6.88,1054,Large Wood Box
2,860,70,0,1,782,5120,10,24106,2138,37706,0,1.49,7.42,830,Garage Door
1,0,0,1,5,43,29,24,8115,1014,9739,0,1.99,2.14,815,Salvaged Sword
1,0,0,0,3,1716,4412,27,11478,2538,18125,0,1.99,1.18,899,Python Revolver
0,0,0,0,8,381,1595,14,13256,1759,35706,0,1.49,5.05,1005,Wood Storage Box
0,1113,733,0,3,26,1105,20,6062,220,28511,0,2.99,4.8,743,Furnace
0,0,0,0,6,259,987,14,3007,510,14279,0,1.99,1.97,829,Stone Hatchet
4,0,0,0,7,1029,4,24,12744,2048,23633,0,2.52,1.26,1032,Semi-Automatic Pistol
5,2,0,0,15,91,1400,45,3173,427,11632,0,2.55,2.2,774,Crossbow
0,0,0,0,3,125,118,17,3003,409,16841,0,2.4,1.42,1038,Hatchet
0,0,0,0,6,155,1,34,7004,537,31576,0,2.76,2.21,913,Revolver
0,7,0,0,5,27,4490,15,4870,1176,10024,0,2.81,4.23,781,Stone Hatchet
0,33,1,0,7,23,1311,15,4798,355,11255,0,3.5,2.79,781,Stone Pickaxe
0,0,0,0,2,15,2440,421,4633,888,28000,0,1.49,3.22,557,Furnace
3,0,0,0,2,199,3,19,10166,943,37166,0,1.8,6.0,795,Hide Pants
0,0,0,0,2,599,0,20,12399,878,38848,0,1.35,2.61,795,Hide Vest
2,0,0,0,2,502,0,29,6931,1494,20531,0,1.46,13.47,795,Hide Poncho
3,1,0,0,4,13,43,16,1833,165,43210,0,1.49,1.87,956,Wooden Door
1,283,68,0,9,0,1533,38,752,32,2661,0,3.55,2.19,129,Hunting Bow
1,384,0,0,11,188,2079,17,8616,703,14816,0,4.76,1.82,795,Rocket Launcher
1,239,157,78,107,587,410,89,7865,2145,7481,0,1.99,1.86,472,Assault Rifle
2,114,197,0,4,294,385,270,13821,1703,36753,0,0.99,0.66,514,Metal Chest Plate
1,43,381,0,2,164,8,24,7490,1339,44165,0,0.99,3.35,583,Metal Facemask
0,9,0,19,11,491,169,16,9953,849,10303,0,1.99,2.31,423,Pump Shotgun
1,0,6,0,6,88,27,1029,4435,682,44126,0,0.99,7.61,576,Road Sign Kilt
1,2,8,0,13,37,1485,18,12874,288,31624,0,0.99,1.0,576,Road Sign Jacket
1,0,0,0,5,588,456,24,7250,2434,8333,0,2.99,1.64,655,Assault Rifle
1,6,0,0,5,1785,762,30,17237,2409,25374,0,2.99,4.95,740,Large Wood Box
2,2,0,0,13,25,1227,46,2202,138,15172,0,1.99,2.78,633,Crossbow
6,13,4,2,5,130,109,14,2731,334,32140,0,3.99,10.94,745,Sheet Metal Door
5,1,1,2,5,284,1881,13,44098,534,10181,0,2.6,2.42,1103,Sheet Metal Door
0,0,0,0,5,3144,0,20,4420,1826,4505,0,2.49,3.06,1677,Bolt Action Rifle
195,37,0,0,6,675,792,28,3276,713,13329,0,1.49,2.51,185,Large Wood Box
0,0,0,0,8,103,1,15,8237,343,19502,0,1.99,2.06,949,Waterpipe Shotgun
0,0,0,0,0,36,52,0,18119,131,6614,0,8.78,0.09,1691,None
0,0,0,0,0,5,125,0,4311,38,29430,0,8.18,0.09,1690,None
0,151,0,0,0,3435,9922,0,20355,6851,2474,0,4.62,0.09,1690,None
0,1,0,0,4,4933,1,15,13981,9126,24295,0,1.49,3.01,1082,Sleeping Bag
1,0,0,0,5,2997,0,29,24442,8981,18777,0,3.41,5.46,969,F1 Grenade
0,0,0,0,3,1,0,29,736,11,16201,0,4.99,13.62,1299,Hoodie
1,0,0,0,7,79,676,31,3672,867,14523,0,6.14,7.89,1249,Bone Helmet
3,0,0,1,3,14,1,22,7943,323,40847,0,1.56,4.97,1250,Hide Pants
0,0,0,0,3,1,0,23,4409,32,31651,0,12.23,13.97,1247,Hide Poncho
0,0,0,0,8,179,2,26,10187,1354,37380,0,9.68,10.82,1247,Hide Boots
0,5,1,0,7,0,583,15,5159,113,11463,0,5.33,2.04,1210,Stone Pickaxe
0,0,0,0,2,1381,450,18,19315,2997,18098,0,0.99,0.62,52,Metal Chest Plate
1,5,0,0,5,2446,838,17,13349,8921,16162,0,0.99,0.83,52,Metal Facemask
1,0,1,0,2,15,75,26,3371,125,26650,0,0.99,0.7,38,Hoodie
0,2,0,0,8,119,238,32,9308,2046,10232,0,1.99,2.12,87,LR-300
1,0,0,0,6,24,205,26,6273,314,24826,0,0.99,0.73,38,Pants
0,0,0,0,4,94,129,16,10221,1108,10256,0,9.99,3.34,1306,Pump Shotgun
3,10,1,0,4,185,1598,20,23163,6932,24508,0,2.02,5.7,1166,Armored Door
0,0,0,0,8,125,1,19,17931,1309,32523,0,0.55,0.13,1788,T-Shirt
5,1,0,0,10,167,5,16,16430,1209,33399,0,1.81,0.33,1796,Jacket
0,20,0,0,9,141,612,29,6600,1576,15376,0,2.15,13.8,1131,MP5A4
2,0,0,0,7,4,0,23,656,33,29962,0,2.98,0.08,1789,Pants
1,0,0,0,5,193,923,13,6346,87,37640,0,5.09,10.32,1191,Fridge
0,1485,673,0,3,686,13662,20,12062,2409,12093,0,2.52,2.15,879,Furnace
1,0,0,0,5,497,3,23,7549,1479,9288,0,1.99,1.88,815,Assault Rifle
0,0,0,0,3,278,1,29,7932,771,34675,0,0.99,4.34,823,Hoodie
5,0,1,0,10,318,6,16,12424,1582,35657,0,0.99,28.45,815,Jacket
1,0,0,1,9,60,2,21,16896,415,21386,0,0.99,1.7,823,Pants
1,274,2,0,6,7866,2885,29,12184,7562,20698,0,2.23,2.1,1166,Large Wood Box
2,0,0,0,8,3,7,27,3742,44,8920,0,1.99,21.38,858,Semi-Automatic Rifle
733,435,164,534,510,1773,2421,505,9080,1414,38264,0,3.99,21.65,809,Sheet Metal Door
2,44,0,0,5,2318,1228,15,7954,2113,31040,0,12.0,17.93,1200,Vending Machine
1,18,1,0,6,550,1259,25,8107,1571,19277,0,0.99,0.91,991,Coffee Can Helmet
1,0,0,0,6,188,392,36,6031,523,26016,0,0.99,2.86,991,Road Sign Kilt
0,0,0,0,13,222,950,17,8826,934,26009,0,0.99,0.96,991,Road Sign Jacket
1,0,0,0,6,3253,3,29,21330,4740,24889,0,3.74,4.19,1012,Large Wood Box
0,0,0,0,5,108,1066,15,976,152,11422,0,4.99,1.76,1586,Improvised Balaclava
0,2,0,0,9,359,3754,29,9127,10123,2535,0,1.99,5.54,479,MP5A4
0,0,0,0,12,10,2,37,1582,69,3489,0,1.99,2.86,248,Hunting Bow
2,0,0,0,16,280,1,42,2643,525,10211,0,1.99,2.12,319,Crossbow
0,0,0,0,4,336,0,20,2691,565,10469,0,1.99,2.37,277,Stone Hatchet
0,0,0,0,7,125,0,15,2548,459,11887,0,1.99,2.99,277,Stone Pickaxe
1,3,0,0,3,173,484,30,12918,1198,31512,0,0.99,0.62,451,Metal Chest Plate
7,225,10,0,4,1230,387,18,11908,3563,25431,0,0.99,0.64,451,Metal Facemask
0,798,522,0,6,585,13477,29,6245,4451,15274,0,0.99,1.0,732,Coffee Can Helmet
1,0,0,124,5,112,11938,37,7127,351,28538,0,0.99,1.88,732,Road Sign Kilt
0,50,40,180,8,231,4139,62,10123,950,28049,0,0.99,1.16,732,Road Sign Jacket
2,0,0,0,3,0,5342,17,14883,15,35462,0,2.48,3.27,781,Wooden Door
1,28,15,0,2,767,368,10,21861,1290,37939,0,1.49,1.93,284,Garage Door
1,151,0,0,3,1080,1628,30,18667,4485,23576,0,2.49,1.84,586,Large Wood Box
0,0,0,0,8,148,1652,19,16179,1094,15864,0,2.49,0.97,1761,Longsleeve T-Shirt
250,1265,3710,95,6,971,1228,26,9708,1995,15304,0,1.99,1.23,52,Python Revolver
0,0,0,0,3,532,19,17,2999,436,16143,0,3.7,1.42,1262,Hatchet
2,2,0,0,16,78,1,44,1904,254,12610,0,2.99,4.85,739,Crossbow
3,0,0,0,3,320,1,14,5126,548,45729,0,4.98,16.17,1166,Fridge
0,1284,807,0,2,150,810,21,2658,227,30305,0,1.49,2.33,907,Furnace
0,11,0,0,7,1106,11,14,3733,1022,9311,0,1.99,3.09,907,Double Barrel Shotgun
1,0,0,0,4,511,2291,27,13052,1288,27763,0,0.99,5.86,682,Road Sign Kilt
1,0,0,0,13,465,1412,21,14120,1764,24497,0,0.99,3.45,682,Road Sign Jacket
4,0,0,0,3,29,24,17,2095,166,38573,0,2.99,14.66,704,Wooden Door
1,0,0,0,7,542,228,24,9866,1564,25784,0,0.99,2.61,682,Coffee Can Helmet
0,0,0,0,4,537,101,19,2786,370,16199,0,6.05,1.55,1256,Hatchet
0,0,0,0,2,282,5461,18,9005,564,9631,0,1.49,1.28,1193,Hatchet
0,0,0,0,3,736,65,17,6298,1521,16742,0,1.99,1.49,815,Hatchet
0,0,0,0,5,168,51,21,3397,772,9153,0,3.12,1.31,815,Pickaxe
0,0,0,0,3,146,2300,18,7902,629,14163,0,1.99,1.55,501,Hatchet
462,595,73,0,6,1,4925,14,1006,273,9878,0,1.49,4.71,1187,Stone Hatchet
0,0,0,0,6,37,9,21,2714,151,15210,0,1.99,5.17,1005,Salvaged Icepick
0,0,0,0,5,1841,1,29,13193,2231,32914,0,5.21,2.98,1275,F1 Grenade
1,0,0,0,11,1947,696,22,37091,6282,7478,0,5.3,1.06,1760,T-Shirt
1,0,0,0,4,6,103,29,95,4,4724,0,1.49,9.06,1213,Longsword
3,0,0,0,4,269,366,29,9103,666,30628,0,0.99,2.24,613,Metal Chest Plate
1,0,0,0,5,402,357,17,11746,1538,30332,0,0.99,1.16,613,Metal Facemask
54,292,12,0,1,164,2532,10,17117,2163,46558,0,1.49,3.52,704,Garage Door
1,0,0,0,6,327,251,22,8057,1189,8983,0,1.99,3.47,977,Assault Rifle
2,0,0,0,3,7,1792,28,12841,386,36613,0,0.99,2.84,977,Metal Chest Plate
0,187,0,0,5,343,1700,15,14066,1314,28457,0,0.99,0.99,977,Metal Facemask
0,42,0,0,10,53,1021,38,1084,113,2801,0,1.99,2.14,339,Hunting Bow
0,359,293,0,8,83,1227,27,2123,726,8077,0,1.99,3.74,830,Semi-Automatic Rifle
5,141,0,0,6,63,12564,34,5022,225,21726,0,7.58,1.49,1159,Coffee Can Helmet
0,15,0,0,5,1872,2177,16,15319,3236,38870,0,1.49,4.64,214,Sleeping Bag
2,0,0,0,4,302,302,27,25183,3103,26732,0,0.99,2.18,1019,Metal Chest Plate
5,0,0,0,3,837,384,20,19620,2526,27956,0,0.99,0.98,1019,Metal Facemask
0,0,0,0,10,73,1,34,6774,460,13611,0,2.63,6.77,850,LR-300
0,1238,13,0,2,697,2897,117,5095,690,12842,0,1.99,1.53,213,Hatchet
0,152,0,0,5,208,125,251,2951,289,7501,0,1.99,1.73,214,Pickaxe
1,0,0,0,11,107,1121,63,4936,563,14938,0,1.99,3.29,626,Custom SMG
1,437,0,0,3,398,3007,27,9778,1475,20219,0,1.99,1.15,893,Python Revolver
0,16,0,0,9,10,34,30,2084,42,22280,0,1.99,4.43,605,MP5A4
2,0,0,0,9,119,1,36,8618,659,15333,0,1.49,6.86,1244,Thompson
0,0,0,1,9,78,1,26,11508,776,54077,0,1.5,1.29,1068,Boots
0,0,0,0,5,135,324,31,21573,1416,31440,0,2.27,3.95,1068,Leather Gloves
0,0,0,0,3,2,34,29,3161,108,33615,0,0.99,2.13,1068,Hoodie
2,0,0,0,9,34,0,23,2681,59,33101,0,0.99,1.05,1068,Pants
1,249,2,0,13,35,1900,17,6065,819,32953,0,0.99,0.99,1103,Road Sign Jacket
0,1594,0,0,0,0,7280,0,182,5066,30241,0,9.26,7.96,1300,None
1,0,0,0,5,34,0,30,10630,442,30476,0,1.49,5.46,1215,Large Wood Box
0,0,0,0,7,97,1,30,3284,436,28058,0,29.16,3.69,1269,Hammer
1,0,0,0,6,1465,3593,29,5661,3218,24350,0,3.96,0.96,1206,Coffee Can Helmet
1,0,0,0,7,448,48,34,5684,803,30189,0,1.99,5.16,1165,Revolver
0,0,0,0,8,96,94,15,4573,381,21622,0,5.13,3.82,1197,Waterpipe Shotgun
2,0,0,0,3,53,165,28,9911,399,34023,0,0.99,0.94,710,Metal Chest Plate
0,0,0,0,3,10,55,20,3747,95,36661,0,0.99,1.61,710,Metal Facemask
0,0,0,0,3,10,0,23,2973,43,30045,0,1.49,2.97,1248,Metal Facemask
0,0,0,0,7,124,49,14,3527,417,9029,0,2.01,3.46,885,Double Barrel Shotgun
0,0,0,0,3,43,5,17,8264,807,15080,0,1.71,1.4,878,Hatchet
1,0,0,0,5,230,1350,27,16627,1054,17713,0,2.77,1.19,879,Python Revolver
0,350,96,0,9,42,2777,29,3302,237,15252,0,1.99,6.75,1040,MP5A4
0,1224,736,0,2,56,1933,21,6245,779,27958,0,2.99,3.36,669,Furnace
4,0,0,2,4,151,2769,15,3154,448,44163,0,1.49,1.65,284,Sheet Metal Door
0,3620,164,0,9,335,1956,29,5570,1995,12122,0,1.99,7.16,1026,MP5A4
1,119,0,0,10,2,1832,28,2307,233,15170,0,1.99,7.89,927,LR-300
4,1,4,0,3,9,3197,11,21101,998,47923,0,1.49,1.89,248,Wood Double Door
